Date,Max_Temperature_C,Mean_Humidity_Pct,Daily_Rain_mm
2021-04-15,34.0,75,0.0
2021-04-16,32.0,76,0.0
2021-04-17,32.3,79,0.0
2021-04-18,34.2,76,0.0
2021-04-19,32.6,78,0.0
2021-04-20,32.0,78,0.0
2021-04-21,32.0,77,0.0
2021-04-22,32.8,77,0.0
2021-04-23,33.3,72,0.0
2021-04-24,32.2,77,0.0
2021-04-25,33.6,78,0.0
2021-04-26,33.4,79,0.0
2021-04-27,33.7,75,0.0
2021-04-28,34.2,75,0.0
2021-04-29,34.0,79,0.0
2021-04-30,32.4,79,0.0
2021-05-01,34.2,74,0.0
2021-05-02,33.6,77,0.0
2021-05-03,34.3,75,0.0
2021-05-04,33.6,73,0.0
2021-05-05,33.3,75,0.0
2021-05-06,32.8,79,0.0
2021-05-07,32.9,78,0.0
2021-05-08,33.3,78,0.0
2021-05-09,32.9,77,0.0
2021-05-10,33.2,73,0.0
2021-05-11,32.7,73,0.0
2021-05-12,32.5,69,0.0
2021-05-13,32.0,66,0.0
2021-05-14,33.2,73,0.0
2021-05-15,35.2,65,0.0
2021-05-16,36.2,62,7.0
2021-05-17,27.5,88,199.9
2021-05-18,28.6,88,22.6
2021-05-19,29.1,88,15.2
2021-05-20,30.6,83,1.0
2021-05-21,30.7,82,0.3
2021-05-22,30.5,78,1.2
2021-05-23,30.8,79,1.6
2021-05-24,30.9,81,1.8
2021-05-25,30.9,78,1.7
2021-05-26,31.0,71,0.0
2021-05-27,31.5,72,4.8
2021-05-28,31.0,79,3.6
2021-05-29,30.9,82,2.8
2021-05-30,30.7,82,3.3
2021-05-31,30.3,85,3.5
2021-06-01,30.5,86,7.4
2021-06-02,29.8,86,11.1
2021-06-03,30.8,84,1.3
2021-06-04,31.0,84,5.2
2021-06-05,29.1,86,7.7
2021-06-06,29.4,84,9.7
2021-06-07,29.2,87,10.5
2021-06-08,28.4,91,25.1
2021-06-09,28.2,90,24.0
2021-06-10,28.0,89,24.0
2021-06-11,28.2,89,19.6
2021-06-12,28.6,90,15.7
2021-06-13,28.9,89,9.6
2021-06-14,29.0,90,5.2
2021-06-15,28.2,89,9.2
2021-06-16,27.2,91,13.7
2021-06-17,27.3,90,18.5
2021-06-18,27.3,90,15.9
2021-06-19,26.9,90,18.5
2021-06-20,28.9,88,10.3
2021-06-21,29.1,85,5.6
2021-06-22,28.6,86,5.9
2021-06-23,28.1,89,5.6
2021-06-24,27.5,90,8.7
2021-06-25,26.7,92,36.7
2021-06-26,29.4,82,3.5
2021-06-27,28.5,85,9.3
2021-06-28,27.4,90,19.2
2021-06-29,29.2,88,3.0
2021-06-30,28.9,89,4.8
2021-07-01,29.8,80,2.9
2021-07-02,29.9,81,1.8
2021-07-03,29.5,85,1.8
2021-07-04,29.1,86,2.3
2021-07-05,29.1,87,1.2
2021-07-06,29.6,86,1.0
2021-07-07,29.6,84,2.2
2021-07-08,29.1,88,8.9
2021-07-09,29.1,86,4.1
2021-07-10,26.8,92,85.5
2021-07-11,28.8,88,13.7
2021-07-12,28.3,91,41.0
2021-07-13,28.1,91,34.6
2021-07-14,27.3,91,34.9
2021-07-15,28.0,88,22.4
2021-07-16,28.4,91,31.8
2021-07-17,27.6,90,40.6
2021-07-18,28.2,90,32.9
2021-07-19,27.4,92,55.2
2021-07-20,27.5,91,29.1
2021-07-21,27.2,90,36.7
2021-07-22,27.2,88,18.5
2021-07-23,26.8,90,28.2
2021-07-24,27.8,88,13.1
2021-07-25,28.3,90,15.3
2021-07-26,28.5,88,12.5
2021-07-27,28.0,86,8.4
2021-07-28,28.3,83,12.4
2021-07-29,28.8,84,11.3
2021-07-30,28.1,83,8.4
2021-07-31,28.6,82,2.7
2021-08-01,28.2,81,3.1
2021-08-02,28.0,84,4.7
2021-08-03,27.2,89,9.8
2021-08-04,27.4,87,5.6
2021-08-05,28.4,86,5.9
2021-08-06,28.1,86,3.9
2021-08-07,28.1,88,4.0
2021-08-08,27.9,90,3.0
2021-08-09,28.1,87,4.2
2021-08-10,27.8,88,4.2
2021-08-11,28.0,87,5.5
2021-08-12,28.0,86,3.9
2021-08-13,27.9,86,3.7
2021-08-14,27.0,89,9.1
2021-08-15,27.1,90,6.7
2021-08-16,27.6,89,3.9
2021-08-17,26.6,91,13.7
2021-08-18,26.3,93,21.8
2021-08-19,25.7,93,33.4
2021-08-20,27.1,88,26.8
2021-08-21,25.8,92,71.7
2021-08-22,27.4,89,3.1
2021-08-23,28.5,88,2.3
2021-08-24,28.4,90,1.4
2021-08-25,27.9,88,1.6
2021-08-26,27.8,87,3.4
2021-08-27,28.0,89,2.1
2021-08-28,27.8,87,0.6
2021-08-29,28.2,87,1.4
2021-08-30,27.1,88,6.0
2021-08-31,26.6,91,49.1
2021-09-01,27.4,91,17.2
2021-09-02,27.9,89,7.1
2021-09-03,27.2,91,13.7
2021-09-04,27.8,91,16.6
2021-09-05,27.2,91,10.1
2021-09-06,27.9,89,7.9
2021-09-07,27.1,92,32.0
2021-09-08,27.6,90,146.8
2021-09-09,28.4,88,6.9
2021-09-10,27.8,89,9.9
2021-09-11,27.5,92,53.6
2021-09-12,27.5,91,45.3
2021-09-13,26.9,90,27.4
2021-09-14,28.4,85,6.0
2021-09-15,27.6,87,6.0
2021-09-16,28.5,85,4.4
2021-09-17,28.4,84,3.3
2021-09-18,27.3,89,3.3
2021-09-19,27.1,91,6.4
2021-09-20,27.5,90,10.2
2021-09-21,27.2,91,17.8
2021-09-22,26.8,92,19.7
2021-09-23,27.2,91,6.6
2021-09-24,28.5,87,2.0
2021-09-25,28.1,87,2.2
2021-09-26,28.1,85,2.8
2021-09-27,26.6,89,5.2
2021-09-28,26.5,91,14.3
2021-09-29,27.8,89,30.7
2021-09-30,27.8,89,4.4
2021-10-01,29.0,89,0.2
2021-10-02,28.7,89,0.8
2021-10-03,30.4,89,0.2
2021-10-04,30.5,88,0.0
2021-10-05,30.8,88,0.9
2021-10-06,31.3,88,7.4
2021-10-07,31.9,87,2.4
2021-10-08,29.2,88,6.8
2021-10-09,28.5,89,5.2
2021-10-10,29.1,87,6.2
2021-10-11,29.2,89,14.6
2021-10-12,30.1,88,0.7
2021-10-13,30.9,85,1.6
2021-10-14,31.9,80,0.7
2021-10-15,32.9,69,0.0
2021-10-16,31.5,70,0.0
2021-10-17,30.5,73,0.0
2021-10-18,30.0,80,1.1
2021-10-19,29.2,82,0.5
2021-10-20,29.6,84,0.0
2021-10-21,31.2,80,0.0
2021-10-22,32.1,73,0.0
2021-10-23,31.0,77,0.0
2021-10-24,29.5,80,0.0
2021-10-25,30.3,80,0.0
2021-10-26,32.0,74,0.0
2021-10-27,33.1,64,0.0
2021-10-28,33.6,58,0.0
2021-10-29,33.3,46,0.0
2021-10-30,33.0,46,0.0
2021-10-31,32.5,53,0.0
2021-11-01,32.1,67,0.0
2021-11-02,33.2,67,0.0
2021-11-03,33.7,60,0.0
2021-11-04,32.3,60,0.0
2021-11-05,32.2,70,1.6
2021-11-06,31.2,80,0.1
2021-11-07,29.2,76,0.0
2021-11-08,31.6,69,0.0
2021-11-09,32.4,61,0.0
2021-11-10,32.2,56,0.0
2021-11-11,32.5,48,0.0
2021-11-12,32.0,48,0.0
2021-11-13,32.7,57,0.0
2021-11-14,32.5,66,0.0
2021-11-15,32.5,65,0.0
2021-11-16,33.5,68,0.0
2021-11-17,32.2,76,2.1
2021-11-18,30.0,85,2.2
2021-11-19,31.4,85,0.7
2021-11-20,32.5,79,1.1
2021-11-21,32.8,81,7.9
2021-11-22,28.7,86,2.3
2021-11-23,30.5,86,0.0
2021-11-24,31.7,81,0.0
2021-11-25,32.6,74,0.0
2021-11-26,32.5,71,0.0
2021-11-27,32.6,72,0.0
2021-11-28,32.2,64,0.0
2021-11-29,32.5,55,0.0
2021-11-30,32.5,58,0.0
2021-12-01,24.7,82,41.4
2021-12-02,24.8,89,56.7
2021-12-03,27.0,89,0.8
2021-12-04,27.6,88,0.1
2021-12-05,26.7,88,0.2
2021-12-06,29.0,82,0.0
2021-12-07,30.1,73,0.0
2021-12-08,31.0,67,0.0
2021-12-09,29.9,68,0.0
2021-12-10,31.2,67,0.0
2021-12-11,31.0,71,0.0
2021-12-12,31.6,71,0.0
2021-12-13,29.3,71,0.0
2021-12-14,28.5,73,0.0
2021-12-15,27.3,80,0.0
2021-12-16,28.1,81,0.0
2021-12-17,28.0,76,0.0
2021-12-18,29.4,72,0.0
2021-12-19,29.8,68,0.0
2021-12-20,29.9,70,0.0
2021-12-21,28.6,73,0.0
2021-12-22,28.0,76,0.0
2021-12-23,28.0,75,0.0
2021-12-24,26.2,83,0.0
2021-12-25,26.2,82,0.0
2021-12-26,28.2,78,0.0
2021-12-27,29.4,73,0.0
2021-12-28,28.0,75,0.0
2021-12-29,27.5,66,0.0
2021-12-30,30.0,66,0.0
2021-12-31,31.4,66,0.0
2022-01-01,31.3,64,0.0
2022-01-02,30.6,65,0.0
2022-01-03,30.9,68,0.0
2022-01-04,31.2,73,0.0
2022-01-05,28.5,80,0.0
2022-01-06,27.9,80,0.0
2022-01-07,27.4,79,0.0
2022-01-08,24.5,85,2.3
2022-01-09,25.4,58,0.0
2022-01-10,24.2,57,0.0
2022-01-11,24.5,72,0.0
2022-01-12,25.0,68,0.0
2022-01-13,25.9,72,0.0
2022-01-14,25.8,76,0.0
2022-01-15,28.8,67,0.0
2022-01-16,31.4,59,0.0
2022-01-17,30.7,65,0.0
2022-01-18,29.0,67,0.0
2022-01-19,29.2,69,0.0
2022-01-20,27.5,70,0.0
2022-01-21,27.1,84,0.0
2022-01-22,26.6,81,1.0
2022-01-23,23.3,60,0.4
2022-01-24,24.2,57,0.0
2022-01-25,25.4,56,0.0
2022-01-26,27.2,55,0.0
2022-01-27,29.2,53,0.0
2022-01-28,30.6,45,0.0
2022-01-29,31.0,49,0.0
2022-01-30,29.9,56,0.0
2022-01-31,29.2,56,0.0
2022-02-01,29.4,65,0.0
2022-02-02,27.9,78,0.0
2022-02-03,26.2,85,0.0
2022-02-04,26.0,75,0.0
2022-02-05,27.6,70,0.0
2022-02-06,27.5,69,0.0
2022-02-07,26.0,81,0.0
2022-02-08,25.6,80,0.0
2022-02-09,26.4,79,0.0
2022-02-10,30.2,56,0.0
2022-02-11,32.2,45,0.0
2022-02-12,30.8,50,0.0
2022-02-13,30.2,59,0.0
2022-02-14,29.0,53,0.0
2022-02-15,27.2,65,0.0
2022-02-16,26.5,80,0.0
2022-02-17,26.9,81,0.0
2022-02-18,28.1,78,0.0
2022-02-19,29.6,75,0.0
2022-02-20,31.0,63,0.0
2022-02-21,31.2,55,0.0
2022-02-22,30.4,65,0.0
2022-02-23,29.9,65,0.0
2022-02-24,30.2,61,0.0
2022-02-25,30.7,56,0.0
2022-02-26,30.5,62,0.0
2022-02-27,31.1,54,0.0
2022-02-28,32.3,49,0.0
2022-03-01,32.5,51,0.0
2022-03-02,34.5,50,0.0
2022-03-03,35.3,43,0.0
2022-03-04,34.5,37,0.0
2022-03-05,34.2,48,0.0
2022-03-06,34.2,51,0.0
2022-03-07,32.2,54,0.0
2022-03-08,36.0,52,0.0
2022-03-09,34.0,54,0.1
2022-03-10,33.8,54,0.0
2022-03-11,33.2,51,0.0
2022-03-12,36.3,52,0.0
2022-03-13,36.2,47,0.0
2022-03-14,36.0,36,0.0
2022-03-15,36.0,43,0.0
2022-03-16,35.3,45,0.0
2022-03-17,35.5,44,0.0
2022-03-18,34.8,54,0.0
2022-03-19,32.0,71,0.0
2022-03-20,30.2,79,0.0
2022-03-21,30.5,75,0.0
2022-03-22,34.2,46,0.0
2022-03-23,38.0,31,0.0
2022-03-24,33.7,46,0.0
2022-03-25,32.0,74,0.0
2022-03-26,32.4,78,0.0
2022-03-27,32.3,77,0.0
2022-03-28,32.3,81,0.0
2022-03-29,33.5,68,0.0
2022-03-30,33.8,69,0.0
2022-03-31,31.9,74,0.0
2022-04-01,33.0,76,0.0
2022-04-02,31.0,79,0.0
2022-04-03,31.5,80,0.0
2022-04-04,32.0,81,0.0
2022-04-05,32.2,82,0.0
2022-04-06,32.0,81,0.0
2022-04-07,32.5,80,0.0
2022-04-08,33.4,80,0.0
2022-04-09,32.0,81,0.0
2022-04-10,32.6,74,0.0
2022-04-11,32.5,75,0.0
2022-04-12,33.6,73,0.0
2022-04-13,34.8,69,0.0
2022-04-14,32.0,78,0.0
2022-04-15,32.0,75,0.0
2022-04-16,31.5,79,0.0
2022-04-17,32.0,75,0.0
2022-04-18,31.5,77,0.0
2022-04-19,32.2,78,0.0
2022-04-20,32.9,76,0.0
2022-04-21,38.3,47,0.0
2022-04-22,36.3,58,0.0
2022-04-23,37.0,69,0.0
2022-04-24,33.9,78,0.0
2022-04-25,36.5,60,0.0
2022-04-26,33.9,68,0.0
2022-04-27,35.4,61,0.0
2022-04-28,36.2,62,0.0
2022-04-29,33.3,77,0.0
2022-04-30,33.0,77,0.0
2022-05-01,33.0,79,0.0
2022-05-02,32.6,76,0.0
2022-05-03,32.9,76,0.0
2022-05-04,32.7,76,0.0
2022-05-05,33.1,79,0.0
2022-05-06,32.8,77,0.1
2022-05-07,33.0,79,0.0
2022-05-08,33.2,80,0.0
2022-05-09,32.6,80,0.0
2022-05-10,32.7,75,0.0
2022-05-11,32.5,76,0.0
2022-05-12,32.6,71,0.0
2022-05-13,32.1,71,0.0
2022-05-14,32.3,71,0.0
2022-05-15,32.9,72,0.0
2022-05-16,32.7,74,0.0
2022-05-17,32.8,73,0.0
2022-05-18,32.3,72,0.0
2022-05-19,32.2,73,0.0
2022-05-20,32.0,68,0.1
2022-05-21,32.5,64,0.1
2022-05-22,32.5,66,1.0
2022-05-23,32.8,69,2.7
2022-05-24,32.6,69,0.4
2022-05-25,32.4,70,0.6
2022-05-26,32.8,64,0.0
2022-05-27,33.2,61,0.0
2022-05-28,33.0,61,0.0
2022-05-29,33.1,61,0.1
2022-05-30,32.6,64,0.1
2022-05-31,32.8,66,0.0
2022-06-01,32.2,67,0.0
2022-06-02,32.2,69,0.0
2022-06-03,31.8,71,0.0
2022-06-04,32.4,71,0.0
2022-06-05,32.3,72,0.0
2022-06-06,32.1,71,0.0
2022-06-07,32.7,73,1.0
2022-06-08,31.8,78,2.5
2022-06-09,31.0,78,7.3
2022-06-10,30.8,81,13.8
2022-06-11,29.8,84,25.2
2022-06-12,28.4,85,15.9
2022-06-13,29.6,83,8.0
2022-06-14,30.5,80,2.5
2022-06-15,30.0,80,6.1
2022-06-16,30.1,82,5.1
2022-06-17,29.8,83,3.0
2022-06-18,29.8,81,6.6
2022-06-19,28.4,86,36.7
2022-06-20,26.7,91,54.8
2022-06-21,27.9,89,23.0
2022-06-22,29.2,88,26.9
2022-06-23,28.6,89,46.8
2022-06-24,29.9,88,17.5
2022-06-25,29.3,87,15.6
2022-06-26,28.0,89,15.7
2022-06-27,28.3,88,31.7
2022-06-28,28.1,88,10.0
2022-06-29,28.4,88,16.0
2022-06-30,27.8,90,41.6
2022-07-01,26.4,92,43.4
2022-07-02,27.5,89,23.9
2022-07-03,27.2,89,20.5
2022-07-04,27.0,89,28.2
2022-07-05,26.5,91,55.5
2022-07-06,26.7,90,35.6
2022-07-07,27.0,89,37.2
2022-07-08,28.6,86,25.0
2022-07-09,26.9,90,37.8
2022-07-10,26.2,91,52.5
2022-07-11,25.5,92,79.9
2022-07-12,25.9,92,65.0
2022-07-13,25.9,90,68.3
2022-07-14,26.0,90,60.2
2022-07-15,28.0,86,25.3
2022-07-16,28.0,86,24.8
2022-07-17,28.8,85,10.3
2022-07-18,26.1,91,30.3
2022-07-19,26.5,90,34.3
2022-07-20,27.6,86,13.4
2022-07-21,27.9,84,6.0
2022-07-22,28.9,83,4.8
2022-07-23,26.9,88,28.2
2022-07-24,26.4,89,25.8
2022-07-25,28.0,86,10.2
2022-07-26,27.4,87,4.1
2022-07-27,28.3,87,6.5
2022-07-28,28.8,86,2.5
2022-07-29,29.3,86,1.1
2022-07-30,29.2,84,0.2
2022-07-31,29.0,84,2.0
2022-08-01,29.0,83,2.1
2022-08-02,29.1,83,2.8
2022-08-03,28.9,85,10.3
2022-08-04,28.5,87,13.6
2022-08-05,27.1,90,27.2
2022-08-06,27.5,89,33.7
2022-08-07,27.6,90,56.5
2022-08-08,27.2,89,32.6
2022-08-09,26.7,89,71.3
2022-08-10,27.3,88,37.6
2022-08-11,28.0,85,23.1
2022-08-12,28.0,84,16.1
2022-08-13,28.5,83,13.1
2022-08-14,28.1,81,11.0
2022-08-15,26.8,88,29.0
2022-08-16,26.1,89,64.1
2022-08-17,27.4,86,19.3
2022-08-18,27.7,84,10.5
2022-08-19,27.9,85,11.9
2022-08-20,27.9,86,6.2
2022-08-21,27.7,85,5.8
2022-08-22,27.1,86,9.1
2022-08-23,28.0,86,7.9
2022-08-24,27.9,86,7.8
2022-08-25,27.5,87,6.1
2022-08-26,27.9,85,2.2
2022-08-27,28.0,83,1.8
2022-08-28,28.0,85,2.0
2022-08-29,28.6,85,1.2
2022-08-30,29.4,86,0.6
2022-08-31,29.5,88,18.7
2022-09-01,28.9,88,1.7
2022-09-02,30.4,87,10.0
2022-09-03,29.9,87,0.9
2022-09-04,28.5,88,9.9
2022-09-05,29.0,83,1.8
2022-09-06,29.0,84,4.9
2022-09-07,30.1,88,20.1
2022-09-08,28.5,90,39.7
2022-09-09,29.6,88,27.0
2022-09-10,29.5,89,13.2
2022-09-11,29.2,88,25.5
2022-09-12,28.5,89,21.8
2022-09-13,26.6,90,51.7
2022-09-14,27.5,89,81.9
2022-09-15,27.8,88,68.7
2022-09-16,26.1,91,96.6
2022-09-17,27.4,90,36.6
2022-09-18,26.5,90,61.8
2022-09-19,27.8,83,2.9
2022-09-20,26.2,88,15.0
2022-09-21,27.0,88,12.3
2022-09-22,25.7,90,18.0
2022-09-23,28.0,83,4.0
2022-09-24,27.2,87,5.2
2022-09-25,27.4,86,4.7
2022-09-26,27.8,85,3.0
2022-09-27,28.0,86,0.9
2022-09-28,28.0,87,2.3
2022-09-29,28.0,89,2.0
2022-09-30,29.0,89,2.2
2022-10-01,27.9,89,10.3
2022-10-02,28.5,87,0.7
2022-10-03,28.6,87,0.6
2022-10-04,29.4,86,0.0
2022-10-05,30.0,88,2.4
2022-10-06,29.5,86,3.5
2022-10-07,27.0,87,27.7
2022-10-08,27.3,87,31.9
2022-10-09,28.9,85,1.1
2022-10-10,29.8,86,0.2
2022-10-11,29.9,88,11.1
2022-10-12,28.2,89,13.8
2022-10-13,29.6,90,2.1
2022-10-14,30.5,87,14.5
2022-10-15,31.9,76,0.9
2022-10-16,32.0,67,0.0
2022-10-17,29.9,82,6.4
2022-10-18,27.5,89,7.4
2022-10-19,29.5,88,4.4
2022-10-20,29.5,88,0.7
2022-10-21,30.8,85,3.8
2022-10-22,30.4,81,1.3
2022-10-23,31.4,67,0.0
2022-10-24,30.6,71,0.0
2022-10-25,30.0,77,0.0
2022-10-26,30.5,74,0.0
2022-10-27,30.6,72,0.0
2022-10-28,31.1,68,0.0
2022-10-29,31.8,61,0.0
2022-10-30,31.8,59,0.0
2022-10-31,31.8,61,0.0
2022-11-01,31.5,58,0.0
2022-11-02,31.5,64,0.0
2022-11-03,33.2,57,0.0
2022-11-04,33.4,56,0.0
2022-11-05,33.3,55,0.0
2022-11-06,33.0,59,0.0
2022-11-07,31.8,65,0.0
2022-11-08,32.2,63,0.0
2022-11-09,31.7,61,0.0
2022-11-10,32.4,61,0.0
2022-11-11,33.0,55,0.0
2022-11-12,33.0,57,0.0
2022-11-13,32.8,57,0.0
2022-11-14,32.5,66,0.0
2022-11-15,31.5,69,0.0
2022-11-16,32.2,63,0.0
2022-11-17,32.3,57,0.0
2022-11-18,31.7,48,0.0
2022-11-19,31.4,47,0.0
2022-11-20,30.2,49,0.0
2022-11-21,29.8,51,0.0
2022-11-22,30.8,56,0.0
2022-11-23,31.4,54,0.0
2022-11-24,31.3,59,0.0
2022-11-25,31.9,63,0.0
2022-11-26,32.1,67,0.0
2022-11-27,30.6,69,0.0
2022-11-28,30.2,68,0.0
2022-11-29,29.8,71,0.0
2022-11-30,32.1,66,0.0
2022-12-01,32.5,61,0.0
2022-12-02,32.0,61,0.0
2022-12-03,31.0,62,0.0
2022-12-04,32.3,65,0.0
2022-12-05,31.7,69,0.0
2022-12-06,32.2,69,0.0
2022-12-07,32.0,68,0.0
2022-12-08,31.2,64,0.0
2022-12-09,30.3,51,0.0
2022-12-10,31.4,57,0.0
2022-12-11,30.9,57,0.0
2022-12-12,31.9,63,0.0
2022-12-13,32.4,67,0.0
2022-12-14,32.1,66,0.2
2022-12-15,31.6,71,0.0
2022-12-16,33.3,69,0.0
2022-12-17,33.5,68,0.0
2022-12-18,33.3,63,0.0
2022-12-19,31.3,59,0.0
2022-12-20,30.4,57,0.0
2022-12-21,31.0,62,0.0
2022-12-22,31.0,67,0.0
2022-12-23,29.5,62,0.0
2022-12-24,28.8,52,0.0
2022-12-25,27.5,66,0.0
2022-12-26,28.0,73,0.0
2022-12-27,29.6,69,0.0
2022-12-28,30.2,69,0.0
2022-12-29,30.6,68,0.0
2022-12-30,30.5,66,0.0
2022-12-31,29.4,65,0.0
2023-01-01,27.3,67,0.0
2023-01-02,29.1,70,0.0
2023-01-03,29.1,69,0.0
2023-01-04,28.6,71,0.0
2023-01-05,29.8,71,0.0
2023-01-06,31.6,65,0.0
2023-01-07,32.0,63,0.0
2023-01-08,31.4,60,0.0
2023-01-09,30.7,52,0.0
2023-01-10,31.1,51,0.0
2023-01-11,29.4,60,0.0
2023-01-12,28.1,72,0.0
2023-01-13,26.5,76,0.0
2023-01-14,26.0,65,0.0
2023-01-15,25.8,69,0.0
2023-01-16,25.7,76,0.0
2023-01-17,27.0,75,0.0
2023-01-18,29.2,72,0.0
2023-01-19,28.0,72,0.0
2023-01-20,27.5,73,0.0
2023-01-21,27.2,70,0.0
2023-01-22,26.9,61,0.0
2023-01-23,25.7,56,0.0
2023-01-24,25.5,58,0.0
2023-01-25,26.5,55,0.0
2023-01-26,27.2,58,0.0
2023-01-27,32.5,66,0.0
2023-01-28,30.8,75,0.0
2023-01-29,25.9,89,1.0
2023-01-30,28.0,79,0.0
2023-01-31,30.4,65,0.0
2023-02-01,33.5,53,0.0
2023-02-02,33.9,52,0.0
2023-02-03,32.2,54,0.0
2023-02-04,31.6,56,0.0
2023-02-05,30.9,62,0.0
2023-02-06,29.4,66,0.0
2023-02-07,31.3,61,0.0
2023-02-08,31.1,60,0.0
2023-02-09,33.7,53,0.0
2023-02-10,31.5,57,0.0
2023-02-11,31.7,51,0.0
2023-02-12,32.7,46,0.0
2023-02-13,33.8,39,0.0
2023-02-14,33.0,42,0.0
2023-02-15,33.1,45,0.0
2023-02-16,34.9,37,0.0
2023-02-17,34.2,37,0.0
2023-02-18,34.9,36,0.0
2023-02-19,35.6,43,0.0
2023-02-20,30.9,63,0.0
2023-02-21,32.0,64,0.0
2023-02-22,30.0,68,0.0
2023-02-23,32.8,51,0.0
2023-02-24,34.2,44,0.0
2023-02-25,33.8,40,0.0
2023-02-26,34.8,41,0.0
2023-02-27,34.8,42,0.0
2023-02-28,33.2,50,0.0
2023-03-01,32.7,53,0.0
2023-03-02,35.1,47,0.0
2023-03-03,33.7,56,0.0
2023-03-04,34.2,62,0.0
2023-03-05,36.2,56,0.0
2023-03-06,36.3,43,0.1
2023-03-07,36.0,46,0.0
2023-03-08,35.2,49,0.0
2023-03-09,36.5,34,0.0
2023-03-10,35.2,32,0.0
2023-03-11,36.8,39,0.0
2023-03-12,37.7,40,0.0
2023-03-13,37.3,50,0.0
2023-03-14,36.5,63,0.0
2023-03-15,34.7,60,0.0
2023-03-16,32.3,67,13.3
2023-03-17,30.6,76,0.7
2023-03-18,30.8,79,0.0
2023-03-19,29.8,74,0.0
2023-03-20,29.5,67,0.0
2023-03-21,29.0,72,0.7
2023-03-22,30.0,72,0.0
2023-03-23,30.1,73,0.4
2023-03-24,30.2,75,0.0
2023-03-25,29.7,69,0.0
2023-03-26,29.5,69,0.0
2023-03-27,29.8,76,0.0
2023-03-28,29.9,78,0.0
2023-03-29,29.9,79,0.0
2023-03-30,29.5,75,0.2
