Date,Max_Temperature_C,Mean_Humidity_Pct,Daily_Rain_mm,Region,Latitude,Longitude,Cluster_ID,Cluster_Zone,Rainfall_Lag_21,Month,PM25_Index
2021-02-10,30.7,60.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,46.69491051127444
2021-02-11,32.0,58.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,30.871118497567323
2021-02-12,30.1,64.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,43.104307690106275
2021-02-13,30.1,69.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,35.64292573559938
2021-02-14,29.900000000000002,73.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,41.17808637737408
2021-02-15,28.400000000000002,75.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,52.95461294854932
2021-02-16,27.6,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,51.17836544622181
2021-02-17,28.6,79.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,2,53.14515675839502
2021-02-18,31.2,69.0,3.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.0,2,33.53013988373932
2021-02-19,31.8,65.0,2.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,31.674864584366944
2021-02-20,32.099999999999994,58.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,28.42480027218638
2021-02-21,33.8,48.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,31.061390922544703
2021-02-22,32.9,60.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,26.832513876310337
2021-02-23,31.5,64.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,29.544778688553826
2021-02-24,32.8,63.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,31.579391227182626
2021-02-25,32.8,57.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,21.36244841681157
2021-02-26,30.1,69.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,43.81098464169044
2021-02-27,31.0,72.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,27.868316047267793
2021-02-28,34.099999999999994,59.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,2,13.45906975550788
2021-03-01,34.9,52.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,15.984306179345618
2021-03-02,34.199999999999996,47.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,18.692332899977053
2021-03-03,36.0,43.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,15.856841405949853
2021-03-04,36.099999999999994,39.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,14.421758588058797
2021-03-05,36.4,46.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,13.494481522053556
2021-03-06,31.2,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,7.607390048162863
2021-03-07,32.599999999999994,70.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,11.400778958026457
2021-03-08,32.099999999999994,67.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,12.696806145201062
2021-03-09,34.599999999999994,60.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,20.285611131094576
2021-03-10,32.5,65.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,43.1,3,16.71809144784231
2021-03-11,30.8,74.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.1,3,6.18479922318633
2021-03-12,32.5,67.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,16.620419846973974
2021-03-13,35.5,51.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,13.074588597918417
2021-03-14,34.4,49.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,11.615389998470206
2021-03-15,34.4,49.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,18.05838144420434
2021-03-16,33.599999999999994,56.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,20.154997612479754
2021-03-17,34.5,56.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,19.656400595580994
2021-03-18,32.3,62.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,10.803912383886807
2021-03-19,32.0,68.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,13.453938120743928
2021-03-20,30.900000000000002,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,16.65631715701782
2021-03-21,31.8,77.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,19.877725635611796
2021-03-22,33.599999999999994,73.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,12.60412881077355
2021-03-23,33.599999999999994,55.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,14.071705116680914
2021-03-24,35.3,52.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,9.468325129969859
2021-03-25,38.0,35.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,9.018966879596647
2021-03-26,36.3,34.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,19.062629111970992
2021-03-27,38.4,35.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,21.781200142854114
2021-03-28,33.5,62.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,14.63994939209833
2021-03-29,32.3,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,20.01766448946012
2021-03-30,31.2,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,16.80818012523817
2021-03-31,30.7,84.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,3,11.774401226974378
2021-04-01,31.400000000000002,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,16.80697802754207
2021-04-02,30.8,79.0,2.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,22.690182832329846
2021-04-03,30.2,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,14.820869804450242
2021-04-04,30.8,79.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,22.82321827907003
2021-04-05,31.5,83.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,5.0
2021-04-06,33.699999999999996,69.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,19.10951252187612
2021-04-07,33.099999999999994,73.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,15.435235341190856
2021-04-08,31.3,83.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,13.504963247670663
2021-04-09,31.8,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,15.458803882677511
2021-04-10,32.099999999999994,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,5.0621554269955364
2021-04-11,33.9,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,13.90164056081244
2021-04-12,33.099999999999994,77.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,16.78556285755873
2021-04-13,35.9,70.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,22.38947022370758
2021-04-14,35.099999999999994,71.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,12.408648908631763
2021-04-15,33.8,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,10.957531985534061
2021-04-16,31.8,79.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,12.491214782077318
2021-04-17,32.099999999999994,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,19.57701058851037
2021-04-18,34.0,79.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,16.643755548298422
2021-04-19,32.4,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,12.351198981164806
2021-04-20,31.8,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,17.56633716556678
2021-04-21,31.8,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,15.485387746740201
2021-04-22,32.599999999999994,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.099999999999994,4,19.843224952664446
2021-04-23,33.099999999999994,75.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,11.489734530613237
2021-04-24,32.0,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,13.361689267011158
2021-04-25,33.4,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,13.039459234339212
2021-04-26,33.199999999999996,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,7.682425259339407
2021-04-27,33.5,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,16.48060138532288
2021-04-28,34.0,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,16.305276360899448
2021-04-29,33.8,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,15.025567283212304
2021-04-30,32.199999999999996,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,4,13.827064333124266
2021-05-01,34.0,77.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,7.923146289747929
2021-05-02,33.4,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,12.896773386173205
2021-05-03,34.099999999999994,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,13.286427417366152
2021-05-04,33.4,76.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,10.988613653891905
2021-05-05,33.099999999999994,78.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,14.193571441669954
2021-05-06,32.599999999999994,82.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,17.020254284072692
2021-05-07,32.699999999999996,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,24.43092950605265
2021-05-08,33.099999999999994,81.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,15.872889064159194
2021-05-09,32.699999999999996,80.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,16.28775195361382
2021-05-10,33.0,76.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,14.627770421169163
2021-05-11,32.5,76.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,5.406143923504793
2021-05-12,32.3,72.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,14.867430622753915
2021-05-13,31.8,69.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,15.301151049705132
2021-05-14,33.0,76.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,27.31621056242643
2021-05-15,35.0,68.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,42.0,5,14.038195176094387
2021-05-16,36.0,65.0,9.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,49.0,5,16.507736711668063
2021-05-17,27.3,91.0,201.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,248.9,5,14.826441151473784
2021-05-18,28.400000000000002,91.0,24.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,271.5,5,9.156609811902339
2021-05-19,28.900000000000002,91.0,17.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,286.7,5,20.714114072575104
2021-05-20,30.400000000000002,86.0,3.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,287.7,5,18.759665163433873
2021-05-21,30.5,85.0,2.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,288.0,5,18.955159735215233
2021-05-22,30.3,81.0,3.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,289.2,5,10.453062726026305
2021-05-23,30.6,82.0,3.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,290.8,5,22.013971554680495
2021-05-24,30.7,84.0,3.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,292.6,5,7.990744686038596
2021-05-25,30.7,81.0,3.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,294.3,5,17.934285469001352
2021-05-26,30.8,74.0,2.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,294.3,5,25.952278129049894
2021-05-27,31.3,75.0,6.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,299.1,5,10.047318374346558
2021-05-28,30.8,82.0,5.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,302.7,5,12.16851135198614
2021-05-29,30.7,85.0,4.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,305.5,5,15.498256825438206
2021-05-30,30.5,85.0,5.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,308.8,5,12.482621729419003
2021-05-31,30.1,88.0,5.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,312.3,5,7.246682844669337
2021-06-01,30.3,89.0,9.4,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,319.7,6,15.342814874030136
2021-06-02,29.6,89.0,13.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,330.8,6,9.688481431369475
2021-06-03,30.6,87.0,3.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,332.1,6,17.36796215317591
2021-06-04,30.8,87.0,7.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,337.3,6,10.402878828830985
2021-06-05,28.900000000000002,89.0,9.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,345.0,6,22.749672025087698
2021-06-06,29.2,87.0,11.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,347.7,6,11.083733538318814
2021-06-07,29.0,90.0,12.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,158.3,6,13.389692418971622
2021-06-08,28.2,94.0,27.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,160.8,6,19.067586086848348
2021-06-09,28.0,93.0,26.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,169.6,6,8.845678417830225
2021-06-10,27.8,92.0,26.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,192.6,6,16.137299673020646
2021-06-11,28.0,92.0,21.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,211.9,6,21.53571377141214
2021-06-12,28.400000000000002,93.0,17.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,226.39999999999998,6,6.962583827193862
2021-06-13,28.7,92.0,11.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,234.4,6,15.923169292661521
2021-06-14,28.8,93.0,7.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,237.8,6,16.299413971242117
2021-06-15,28.0,92.0,11.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,245.29999999999998,6,18.90911435888655
2021-06-16,27.0,94.0,15.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,259.0,6,8.81524644560959
2021-06-17,27.1,93.0,20.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,272.7,6,8.397716934578618
2021-06-18,27.1,93.0,17.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,285.0,6,17.60970782808449
2021-06-19,26.7,93.0,20.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,300.7,6,16.48492336616593
2021-06-20,28.7,91.0,12.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,307.70000000000005,6,16.252464251729382
2021-06-21,28.900000000000002,88.0,7.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,309.8,6,16.732241047484877
2021-06-22,28.400000000000002,89.0,7.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,308.3,6,11.599876392107547
2021-06-23,27.900000000000002,92.0,7.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,302.8,6,16.161268485805017
2021-06-24,27.3,93.0,10.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,310.2,6,16.465362366493405
2021-06-25,26.5,95.0,38.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,341.70000000000005,6,11.42824290986816
2021-06-26,29.2,85.0,5.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,337.5,6,24.328872555723784
2021-06-27,28.3,88.0,11.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,337.09999999999997,6,17.36916460455894
2021-06-28,27.2,93.0,21.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,345.8,6,9.043482513986756
2021-06-29,29.0,91.0,5.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,323.70000000000005,6,18.28276804316915
2021-06-30,28.7,92.0,6.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,304.5,6,10.126591648863393
2021-07-01,29.6,83.0,4.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,283.40000000000003,7,18.93542301871226
2021-07-02,29.7,84.0,3.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,265.6,7,20.79297789503702
2021-07-03,29.3,88.0,3.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,251.70000000000002,7,10.896588408241447
2021-07-04,28.900000000000002,89.0,4.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,244.39999999999998,7,19.81688064622161
2021-07-05,28.900000000000002,90.0,3.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,240.4,7,17.06390463468249
2021-07-06,29.400000000000002,89.0,3.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,232.20000000000002,7,19.11030079997245
2021-07-07,29.400000000000002,87.0,4.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,220.7,7,24.483964913269737
2021-07-08,28.900000000000002,91.0,10.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,211.1,7,13.773059419985648
2021-07-09,28.900000000000002,89.0,6.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,199.29999999999998,7,11.231319178212551
2021-07-10,26.6,95.0,87.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,266.3,7,10.552427851872384
2021-07-11,28.6,91.0,15.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,269.7,7,10.920948575172808
2021-07-12,28.1,94.0,43.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,305.09999999999997,7,14.61449145292948
2021-07-13,27.900000000000002,94.0,36.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,333.8,7,16.70575987408322
2021-07-14,27.1,94.0,36.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,363.09999999999997,7,16.383453996650097
2021-07-15,27.8,91.0,24.4,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,376.8,7,19.13591624518012
2021-07-16,28.2,94.0,33.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,371.9,7,15.065009459389534
2021-07-17,27.400000000000002,93.0,42.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,409.0,7,22.267670385786584
2021-07-18,28.0,93.0,34.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,432.59999999999997,7,13.67671583381022
2021-07-19,27.2,95.0,57.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,468.6,7,28.600845832948096
2021-07-20,27.3,94.0,31.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,494.7,7,18.12833673882503
2021-07-21,27.0,93.0,38.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,526.6,7,10.714212217918586
2021-07-22,27.0,91.0,20.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,542.2,7,9.645537509694439
2021-07-23,26.6,93.0,30.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,568.5999999999999,7,17.412362076215928
2021-07-24,27.6,91.0,15.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,579.9,7,13.882686073370746
2021-07-25,28.1,93.0,17.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,592.9000000000001,7,18.57000247046046
2021-07-26,28.3,91.0,14.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,604.2,7,17.366188122867726
2021-07-27,27.8,89.0,10.4,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,611.6,7,14.635855436715635
2021-07-28,28.1,86.0,14.4,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,621.8,7,10.766031409657975
2021-07-29,28.6,87.0,13.3,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,624.1999999999999,7,7.425763876570677
2021-07-30,27.900000000000002,86.0,10.4,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,628.5,7,12.767425239664895
2021-07-31,28.400000000000002,85.0,4.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,545.6999999999999,7,19.28199397161736
2021-08-01,28.0,84.0,5.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,535.1,8,16.07046872065102
2021-08-02,27.8,87.0,6.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,498.8,8,8.77130610644006
2021-08-03,27.0,92.0,11.8,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,474.0,8,15.86590462925591
2021-08-04,27.2,90.0,7.6,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,444.70000000000005,8,16.926586898644185
2021-08-05,28.2,89.0,7.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,428.2,8,10.580712818994336
2021-08-06,27.900000000000002,89.0,5.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,400.3,8,15.76862552972764
2021-08-07,27.900000000000002,91.0,6.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,363.7,8,15.29104359223
2021-08-08,27.7,93.0,5.0,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,333.8,8,9.285148510846884
2021-08-09,27.900000000000002,90.0,6.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,282.8,8,16.788936801741418
2021-08-10,27.6,91.0,6.2,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,257.90000000000003,8,17.80392263184117
2021-08-11,27.8,90.0,7.5,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,226.70000000000002,8,20.415256215876383
2021-08-12,27.8,89.0,5.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,212.1,8,20.269010260174515
2021-08-13,27.7,89.0,5.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,187.60000000000002,8,8.111653160214544
2021-08-14,26.8,92.0,11.1,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,183.6,8,10.310874800424386
2021-08-15,26.900000000000002,93.0,8.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,175.0,8,17.5751763360433
2021-08-16,27.400000000000002,92.0,5.9,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,166.4,8,17.568929754561044
2021-08-17,26.400000000000002,94.0,15.7,Andheri,19.1136,72.8697,2,Waterlogging Vectors Risk,171.70000000000002,8,17.575238431530238
